,Title,Author,Published,Link
146,Approximating non-Gaussian Bayesian networks using minimum information vine model with applications in financial modelling,"Daneshkhah, A.",Jan 2018,https://pureportal.coventry.ac.uk/en/publications/approximating-non-gaussian-bayesian-networks-using-minimum-inform
147,"Crime Data Mining, Threat Analysis and Prediction","Daneshkhah, A.",2018,https://pureportal.coventry.ac.uk/en/publications/crime-data-mining-threat-analysis-and-prediction
148,Discrete Weighted Exponential Distribution of the Second Type: Properties and Applications,"Daneshkhah, A.",2018,https://pureportal.coventry.ac.uk/en/publications/discrete-weighted-exponential-distribution-of-the-second-type-pro
149,Early feeding and growth pattern in infants: Using a three-variate longitudinal model derived from Gaussian copula function,"Daneshkhah, A.",2018,https://pureportal.coventry.ac.uk/en/publications/early-feeding-and-growth-pattern-in-infants-using-a-three-variate
150,Probabilistic Modeling of Financial Uncertainties,"Daneshkhah, A.",2018,https://pureportal.coventry.ac.uk/en/publications/probabilistic-modeling-of-financial-uncertainties
151,Mathematical and computational modelling frameworks for integrated sustainability assessment (ISA),"Daneshkhah, A.",1 Jan 2017,https://pureportal.coventry.ac.uk/en/publications/mathematical-and-computational-modelling-frameworks-for-integrate
152,Prior elicitation and evaluation of imprecise judgements for bayesian analysis of system reliability,"Daneshkhah, A.",1 Jan 2017,https://pureportal.coventry.ac.uk/en/publications/prior-elicitation-and-evaluation-of-imprecise-judgements-for-baye
153,Probabilistic sensitivity analysis of optimised preventive maintenance strategies for deteriorating infrastructure assets,"Daneshkhah, A.",Jul 2017,https://pureportal.coventry.ac.uk/en/publications/probabilistic-sensitivity-analysis-of-optimised-preventive-mainte
154,Sustainable maintenance strategy under uncertainty in the lifetime distribution of deteriorating assets,"Daneshkhah, A.",1 Jan 2017,https://pureportal.coventry.ac.uk/en/publications/sustainable-maintenance-strategy-under-uncertainty-in-the-lifetim
155,Approximate Uncertainty Modeling in Risk Analysis with Vine Copulas,"Daneshkhah, A.",Apr 2016,https://pureportal.coventry.ac.uk/en/publications/approximate-uncertainty-modeling-in-risk-analysis-with-vine-copul
156,Approximation Multivariate Distribution with Pair Copula Using the Orthonormal Polynomial and Legendre Multiwavelets Basis Functions,"Daneshkhah, A.",2016,https://pureportal.coventry.ac.uk/en/publications/approximation-multivariate-distribution-with-pair-copula-using-th
157,Probabilistic modeling of flood characterizations with parametric and minimum information pair-copula model,"Daneshkhah, A.",Sep 2016,https://pureportal.coventry.ac.uk/en/publications/probabilistic-modeling-of-flood-characterizations-with-parametric
158,Scale impacts on spatial variability in reference evapotranspiration,"Daneshkhah, A.",9 Mar 2016,https://pureportal.coventry.ac.uk/en/publications/scale-impacts-on-spatial-variability-in-reference-evapotranspirat
159,Implementing precision irrigation in a humid climate – Recent experiences and on-going challenges,"Daneshkhah, A.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/implementing-precision-irrigation-in-a-humid-climate-recent-exper
160,On‐line management of siloxane breakthrough in carbon contactors using changepoint detection,"Daneshkhah, A.",2015,https://pureportal.coventry.ac.uk/en/publications/online-management-of-siloxane-breakthrough-in-carbon-contactors-u
161,THM precursor rejection by UF membranes treating Scottish surface waters,"Daneshkhah, A.",27 Jul 2015,https://pureportal.coventry.ac.uk/en/publications/thm-precursor-rejection-by-uf-membranes-treating-scottish-surface
162,Assessing parameter uncertainty on coupled models using minimum information methods,"Daneshkhah, A.",May 2014,https://pureportal.coventry.ac.uk/en/publications/assessing-parameter-uncertainty-on-coupled-models-using-minimum-i
163,Approximation Multivariate Distribution of Main Indices of Tehran Stock Exchange with Pair-Copula,"Daneshkhah, A.",2013,https://pureportal.coventry.ac.uk/en/publications/approximation-multivariate-distribution-of-main-indices-of-tehran
164,Probabilistic sensitivity analysis of system availability using Gaussian processes,"Daneshkhah, A.",Apr 2013,https://pureportal.coventry.ac.uk/en/publications/probabilistic-sensitivity-analysis-of-system-availability-using-g
165,Robustness of maintenance decisions: Uncertainty modelling and value of information,"Daneshkhah, A.",Dec 2013,https://pureportal.coventry.ac.uk/en/publications/robustness-of-maintenance-decisions-uncertainty-modelling-and-val
166,Robustness of maintenance decisions: Uncertainty modelling and value of information,"Daneshkhah, A.",13 Feb 2012,https://pureportal.coventry.ac.uk/en/publications/robustness-of-maintenance-decisions-uncertainty-modelling-and-val-2
167,Trend and change-point detection for the annual stream-flow series of the Karun River at the Ahvaz hydrometric station,"Daneshkhah, A.",21 Aug 2012,https://pureportal.coventry.ac.uk/en/publications/trend-and-change-point-detection-for-the-annual-stream-flow-serie
168,Uncertainty modelling on coupled models using minimum information methods,"Daneshkhah, A.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/uncertainty-modelling-on-coupled-models-using-minimum-information
169,On the robustness of Bayesian networks to learning from non-conjugate sampling,"Daneshkhah, A.",2010,https://pureportal.coventry.ac.uk/en/publications/on-the-robustness-of-bayesian-networks-to-learning-from-non-conju
170,Advances in Mathematical Modeling for Reliability,"Daneshkhah, A.",2008,https://pureportal.coventry.ac.uk/en/publications/advances-in-mathematical-modeling-for-reliability
171,Large incomplete sample robustness in Bayesian networks,"Daneshkhah, A.",1 Dec 2008,https://pureportal.coventry.ac.uk/en/publications/large-incomplete-sample-robustness-in-bayesian-networks
172,Towards Generation of Attack Trees using Machine Learning,"Sowka, K. J.",24 Apr 2021,https://pureportal.coventry.ac.uk/en/publications/towards-generation-of-attack-trees-using-machine-learning
173,Verifying Heterogeneous Multi-Agent Programs,"Doan, T.",2014,https://pureportal.coventry.ac.uk/en/publications/verifying-heterogeneous-multi-agent-programs
174,The agent programming language meta-APL,"Doan, T.",2011,https://pureportal.coventry.ac.uk/en/publications/the-agent-programming-language-meta-apl
175,Verifying Dribble Agents,"Doan, T.",2009,https://pureportal.coventry.ac.uk/en/publications/verifying-dribble-agents
176,An Agent Team Based on FLUX for the ProMAS Contest 2007,"Doan, T.",2007,https://pureportal.coventry.ac.uk/en/publications/an-agent-team-based-on-flux-for-the-promas-contest-2007
177,Science teachers’ experiences of inquiry-based learning through a serious game: a phenomenographic perspective,"Lameras, P.",12 May 2021,https://pureportal.coventry.ac.uk/en/publications/science-teachers-experiences-of-inquiry-based-learning-through-a-
178,The EN-Survival Game: An Environmental Game for Residential Accommodation,"Dunwell, I.",8 May 2021,https://pureportal.coventry.ac.uk/en/publications/the-en-survival-game-an-environmental-game-for-residential-accomm
179,A Game for Entrepreneurship Training Supporting Dual-Career Paths,"Dunwell, I.",1 Jan 2020,https://pureportal.coventry.ac.uk/en/publications/a-game-for-entrepreneurship-training-supporting-dual-career-paths
180,Board Games for Health: A Systematic Literature Review and Meta-Analysis,"Bul, K.",8 Apr 2019,https://pureportal.coventry.ac.uk/en/publications/board-games-for-health-a-systematic-literature-review-and-meta-an
181,Reinforcing rational decision making in a risk elicitation task through visual reasoning,"Lameras, P.",2019,https://pureportal.coventry.ac.uk/en/publications/reinforcing-rational-decision-making-in-a-risk-elicitation-task-t
182,Implementing Adaptive Game Difficulty Balancing in Serious Games,"Dunwell, I.",15 Jan 2018,https://pureportal.coventry.ac.uk/en/publications/implementing-adaptive-game-difficulty-balancing-in-serious-games
183,Developing gamified elements to influence positive behavioural change towards organisational energy efficiency,"Dunwell, I.",2017,https://pureportal.coventry.ac.uk/en/publications/developing-gamified-elements-to-influence-positive-behavioural-ch
184,Essential features of serious games design in higher education: Linking learning attributes to game mechanics,"Lameras, P.",Jul 2017,https://pureportal.coventry.ac.uk/en/publications/essential-features-of-serious-games-design-in-higher-education-li-2
185,Promoting healthy adolescent lifestyles through serious games: Enacting a multidisciplinary approach,"Dunwell, I.",4 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/promoting-healthy-adolescent-lifestyles-through-serious-games-ena
186,Translating open data to educational minigames,"Dunwell, I.",24 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/translating-open-data-to-educational-minigames-2
187,A mobile serious game for lifestyle change: Conveying nutritional knowledge and motivation through play,"Dunwell, I.",16 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/a-mobile-serious-game-for-lifestyle-change-conveying-nutritional--2
188,Foundations of dynamic learning analytics: Using university student data to increase retention,"Dunwell, I.",Nov 2015,https://pureportal.coventry.ac.uk/en/publications/foundations-of-dynamic-learning-analytics-using-university-studen-2
189,Game-based lifestyle interventions for adolescents: An evidence-based approach,"Dunwell, I.",Jan 2015,https://pureportal.coventry.ac.uk/en/publications/game-based-lifestyle-interventions-for-adolescents-an-evidence-ba-2
190,Green@CU: An environmental game for residential accommodation,"Lameras, P.",16 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/greencu-an-environmental-game-for-residential-accommodation-2
191,OPTIMISING THE DESIGN AND DEVELOPMENT OF LOCATION-BASED GAMES: THE LBE FRAMEWORK,"Clark, S.",2015,https://pureportal.coventry.ac.uk/en/publications/optimising-the-design-and-development-of-location-based-games-the-2
192,Providing career guidance to adolescents through digital games: A case study,"Dunwell, I.",31 Mar 2015,https://pureportal.coventry.ac.uk/en/publications/providing-career-guidance-to-adolescents-through-digital-games-a--3
193,Raising awareness on sustainability issues through a mobile game,"Lameras, P.",2015,https://pureportal.coventry.ac.uk/en/publications/raising-awareness-on-sustainability-issues-through-a-mobile-game-2
194,A game-based learning approach to road safety: the code of everand,"Dunwell, I.",26 Apr 2014,https://pureportal.coventry.ac.uk/en/publications/a-game-based-learning-approach-to-road-safety-the-code-of-everand-2
195,A usability evaluation of game-based approaches assessing risk and delayed gratification,"Dunwell, I.",2014,https://pureportal.coventry.ac.uk/en/publications/a-usability-evaluation-of-game-based-approaches-assessing-risk-an-2
196,Facilitating intuitive-guided learning in a serious game through integration with a learning content management system,"Dunwell, I.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/facilitating-intuitive-guided-learning-in-a-serious-game-through--2
197,Fostering Science Teachers’ Design for Inquiry-Based Learning by Using a Serious Game,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/fostering-science-teachers-design-for-inquiry-based-learning-by-u-2
198,Neurophysiological methods for monitoring brain activity in serious games and virtual environments: a review,"Dunwell, I.",2014,https://pureportal.coventry.ac.uk/en/publications/neurophysiological-methods-for-monitoring-brain-activity-in-serio-2
199,Pegaso: A serious game to prevent obesity,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/pegaso-a-serious-game-to-prevent-obesity-2
200,Providing Career Guidance to Adolescents through Digital Games: A Case Study,"Dunwell, I.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/providing-career-guidance-to-adolescents-through-digital-games-a--2
201,THE GROWTH: An environmental game focusing on overpopulation issues,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/the-growth-an-environmental-game-focusing-on-overpopulation-issue-2
202,Training Science Teachers to Design Inquiry-Based Lesson Plans through a Serious Game,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/training-science-teachers-to-design-inquiry-based-lesson-plans-th-2
203,A game-based approach for raising awareness on sustainability issues in public spaces,"Lameras, P.",2013,https://pureportal.coventry.ac.uk/en/publications/a-game-based-approach-for-raising-awareness-on-sustainability-iss-2
204,Creating coherent incidental learning journeys on mobile devices through feedback and progress indicators,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/creating-coherent-incidental-learning-journeys-on-mobile-devices--2
205,Developing a digital game to support cultural learning amongst immigrants,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/developing-a-digital-game-to-support-cultural-learning-amongst-im-2
206,Integrating games into the classroom: towards new teachership,"Arnab, S.",2013,https://pureportal.coventry.ac.uk/en/publications/integrating-games-into-the-classroom-towards-new-teachership-2
